date,state,district,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_enrolment,total_biometric_updates,biometric_to_enrolment_ratio,elderly_update_pressure,child_update_pressure,service_stress_risk
2025-05-09,rajasthan,alwar,193,21,1,514.0,99.0,,,215,613.0,2.837962962962963,,,0.0012115103363769318
2025-05-09,rajasthan,banswara,63,40,0,559.0,98.0,,,103,657.0,6.3173076923076925,,,0.0026968229209424514
2025-05-09,rajasthan,baran,34,6,0,316.0,87.0,,,40,403.0,9.829268292682928,,,0.00419605903636411
2025-05-09,rajasthan,barmer,83,27,0,512.0,135.0,,,110,647.0,5.828828828828829,,,0.00248829405713077
2025-05-09,rajasthan,bharatpur,88,20,0,105.0,49.0,,,108,154.0,1.4128440366972477,,,0.0006031351277256126
2025-05-09,rajasthan,bhilwara,69,10,0,244.0,75.0,,,79,319.0,3.9875,,,0.0017022411953041621
2025-05-09,rajasthan,bikaner,44,25,3,266.0,155.0,,,72,421.0,5.767123287671233,,,0.0024619523106387334
2025-05-09,rajasthan,bundi,34,10,0,189.0,44.0,,,44,233.0,5.177777777777778,,,0.0022103640460097236
2025-05-09,rajasthan,chittaurgarh,5,0,0,4.0,3.0,,,5,7.0,1.1666666666666667,,,0.0004980434009249378
2025-05-09,rajasthan,chittorgarh,36,10,1,114.0,31.0,,,47,145.0,3.0208333333333335,,,0.0012895766631092138
2025-05-09,rajasthan,churu,51,26,0,437.0,170.0,,,77,607.0,7.782051282051282,,,0.0033221136743015077
2025-05-09,rajasthan,dausa,60,5,0,282.0,72.0,,,65,354.0,5.363636363636363,,,0.002289706025031532
2025-05-09,rajasthan,dhaulpur,2,1,0,3.0,3.0,,,3,6.0,1.5,,,0.0006403415154749199
2025-05-09,rajasthan,dholpur,44,6,0,127.0,16.0,,,50,143.0,2.803921568627451,,,0.0011969782576851443
2025-05-09,rajasthan,dungarpur,16,3,0,145.0,36.0,,,19,181.0,9.05,,,0.0038633938100320173
2025-05-09,rajasthan,ganganagar,46,5,0,324.0,93.0,,,51,417.0,8.01923076923077,,,0.003423364255808226
2025-05-09,rajasthan,hanumangarh,50,6,0,133.0,72.0,,,56,205.0,3.5964912280701755,,,0.001535321762249808
2025-05-09,rajasthan,jaipur,190,38,2,676.0,366.0,,,230,1042.0,4.510822510822511,,,0.00192564461507898
2025-05-09,rajasthan,jaisalmer,6,2,0,55.0,25.0,,,8,80.0,8.88888888888889,,,0.003794616387999526
2025-05-09,rajasthan,jalor,59,19,0,201.0,60.0,,,78,261.0,3.3037974683544302,,,0.0014103724518055197
2025-05-09,rajasthan,jhalawar,39,3,0,203.0,36.0,,,42,239.0,5.558139534883721,,,0.0023727383286590055
2025-05-09,rajasthan,jhunjhunu,5,1,0,1.0,3.0,,,6,4.0,0.5714285714285714,,,0.0002439396249428266
2025-05-09,rajasthan,jhunjhunun,77,9,0,168.0,73.0,,,86,241.0,2.7701149425287355,,,0.0011825464002257141
2025-05-09,rajasthan,jodhpur,106,44,1,761.0,275.0,,,151,1036.0,6.815789473684211,,,0.002909621973824636
2025-05-09,rajasthan,karauli,50,4,0,245.0,64.0,,,54,309.0,5.618181818181818,,,0.002398370039778791
2025-05-09,rajasthan,kota,42,19,4,232.0,86.0,,,65,318.0,4.818181818181818,,,0.0020568545648588336
2025-05-09,rajasthan,nagaur,81,15,1,314.0,114.0,,,97,428.0,4.36734693877551,,,0.001864395704920175
2025-05-09,rajasthan,pali,59,19,0,156.0,87.0,,,78,243.0,3.0759493670886076,,,0.0013131053861637598
2025-05-09,rajasthan,pratapgarh,51,20,0,630.0,48.0,,,71,678.0,9.416666666666666,,,0.004019921736036997
2025-05-09,rajasthan,rajsamand,27,9,0,248.0,48.0,,,36,296.0,8.0,,,0.0034151547491995727
2025-05-09,rajasthan,sawai madhopur,49,15,0,479.0,140.0,,,64,619.0,9.523076923076923,,,0.004065347672604876
2025-05-09,rajasthan,sikar,82,8,0,308.0,152.0,,,90,460.0,5.054945054945055,,,0.0021579274514173124
2025-05-09,rajasthan,sirohi,10,1,0,31.0,11.0,,,11,42.0,3.5,,,0.0014941302027748132
2025-05-09,rajasthan,tonk,61,10,0,385.0,84.0,,,71,469.0,6.513888888888889,,,0.0027807423218309023
2025-05-09,rajasthan,udaipur,51,23,0,255.0,68.0,,,74,323.0,4.306666666666667,,,0.00183849163998577
2025-05-09,sikkim,east,1,5,0,9.0,11.0,,,6,20.0,2.857142857142857,,,0.0012196981247141333
2025-05-09,sikkim,east sikkim,2,3,2,14.0,4.0,,,7,18.0,2.25,,,0.0009605122732123799
2025-05-09,sikkim,namchi,0,0,1,,,,,1,,,,,0.0
2025-05-09,sikkim,south,0,1,0,5.0,7.0,,,1,12.0,6.0,,,0.0025613660618996796
2025-05-09,sikkim,south sikkim,0,2,0,6.0,6.0,,,2,12.0,4.0,,,0.0017075773745997864
2025-05-09,sikkim,west,3,2,0,3.0,4.0,,,5,7.0,1.1666666666666667,,,0.0004980434009249378
2025-05-09,sikkim,west sikkim,2,0,0,5.0,3.0,,,2,8.0,2.6666666666666665,,,0.0011383849163998576
2025-05-09,tamil nadu,ariyalur,9,0,0,5.0,6.0,,,9,11.0,1.1,,,0.0004695837780149413
2025-05-09,tamil nadu,chengalpattu,0,0,1,,,,,1,,,,,0.0
2025-05-09,tamil nadu,chennai,19,15,0,37.0,40.0,,,34,77.0,2.2,,,0.0009391675560298826
2025-05-09,tamil nadu,coimbatore,4,1,0,9.0,5.0,,,5,14.0,2.3333333333333335,,,0.0009960868018498755
2025-05-09,tamil nadu,cuddalore,5,0,0,11.0,12.0,,,5,23.0,3.8333333333333335,,,0.0016364283173247954
2025-05-09,tamil nadu,dharmapuri,4,0,0,9.0,13.0,,,4,22.0,4.4,,,0.0018783351120597652
2025-05-09,tamil nadu,dindigul,6,0,0,6.0,2.0,,,6,8.0,1.1428571428571428,,,0.0004878792498856532
2025-05-09,tamil nadu,erode,3,1,0,7.0,14.0,,,4,21.0,4.2,,,0.0017929562433297759
2025-05-09,tamil nadu,kallakurichi,1,1,0,1.0,0.0,,,2,1.0,0.3333333333333333,,,0.0001422981145499822
2025-05-09,tamil nadu,kancheepuram,8,4,0,22.0,22.0,,,12,44.0,3.3846153846153846,,,0.0014448731631228962
2025-05-09,tamil nadu,kanniyakumari,1,0,0,1.0,2.0,,,1,3.0,1.5,,,0.0006403415154749199
2025-05-09,tamil nadu,krishnagiri,3,3,0,21.0,26.0,,,6,47.0,6.714285714285714,,,0.002866290593078213
2025-05-09,tamil nadu,madurai,13,0,0,55.0,59.0,,,13,114.0,8.142857142857142,,,0.003476139655435279
2025-05-09,tamil nadu,nagapattinam,1,1,0,3.0,5.0,,,2,8.0,2.6666666666666665,,,0.0011383849163998576
2025-05-09,tamil nadu,namakkal,0,1,0,2.0,7.0,,,1,9.0,4.5,,,0.0019210245464247597
2025-05-09,tamil nadu,perambalur,2,1,0,14.0,4.0,,,3,18.0,4.5,,,0.0019210245464247597
2025-05-09,tamil nadu,pudukkottai,2,2,0,0.0,6.0,,,4,6.0,1.2,,,0.0005122732123799358
2025-05-09,tamil nadu,salem,3,0,0,53.0,49.0,,,3,102.0,25.5,,,0.010885805763073639
2025-05-09,tamil nadu,tenkasi,1,0,0,,,,,1,,,,,0.0
2025-05-09,tamil nadu,thanjavur,3,1,0,3.0,19.0,,,4,22.0,4.4,,,0.0018783351120597652
2025-05-09,tamil nadu,theni,1,0,0,4.0,10.0,,,1,14.0,7.0,,,0.0029882604055496264
2025-05-09,tamil nadu,thiruvarur,0,1,0,1.0,4.0,,,1,5.0,2.5,,,0.0010672358591248667
2025-05-09,tamil nadu,thoothukkudi,1,1,0,1.0,2.0,,,2,3.0,1.0,,,0.0004268943436499466
2025-05-09,tamil nadu,tiruchirappalli,5,1,0,16.0,15.0,,,6,31.0,4.428571428571429,,,0.0018905320933069066
2025-05-09,tamil nadu,tirunelveli,3,1,0,1.0,4.0,,,4,5.0,1.0,,,0.0004268943436499466
2025-05-09,tamil nadu,tiruvallur,21,4,0,88.0,64.0,,,25,152.0,5.846153846153846,,,0.002495690009030457
2025-05-09,tamil nadu,tiruvannamalai,2,1,0,7.0,12.0,,,3,19.0,4.75,,,0.0020277481323372464
2025-05-09,tamil nadu,villupuram,6,0,0,20.0,15.0,,,6,35.0,5.0,,,0.0021344717182497333
2025-05-09,tamil nadu,viluppuram,7,0,0,2.0,16.0,,,7,18.0,2.25,,,0.0009605122732123799
2025-05-09,tamil nadu,virudhunagar,11,1,0,2.0,12.0,,,12,14.0,1.0769230769230769,,,0.0004597323700845579
2025-05-09,telangana,adilabad,12,5,0,37.0,42.0,,,17,79.0,4.388888888888889,,,0.0018735918415747658
2025-05-09,telangana,bhadradri kothagudem,6,1,0,11.0,11.0,,,7,22.0,2.75,,,0.0011739594450373531
2025-05-09,telangana,hanumakonda,6,0,0,2.0,24.0,,,6,26.0,3.7142857142857144,,,0.001585607562128373
2025-05-09,telangana,hyderabad,28,14,2,140.0,99.0,,,44,239.0,5.311111111111111,,,0.0022672832918297164
2025-05-09,telangana,jagitial,8,0,0,9.0,5.0,,,8,14.0,1.5555555555555556,,,0.0006640578678999169
2025-05-09,telangana,jangoan,3,2,0,12.0,12.0,,,5,24.0,4.0,,,0.0017075773745997864
2025-05-09,telangana,jayashankar bhupalpally,2,0,0,1.0,2.0,,,2,3.0,1.0,,,0.0004268943436499466
2025-05-09,telangana,jogulamba gadwal,2,1,0,17.0,6.0,,,3,23.0,5.75,,,0.002454642475987193
2025-05-09,telangana,k.v. rangareddy,59,20,2,285.0,324.0,,,81,609.0,7.426829268292683,,,0.003170471405888018
2025-05-09,telangana,kamareddy,4,0,0,7.0,3.0,,,4,10.0,2.0,,,0.0008537886872998932
2025-05-09,telangana,karimnagar,14,2,0,81.0,62.0,,,16,143.0,8.411764705882353,,,0.0035909347730554335
2025-05-09,telangana,khammam,4,0,0,36.0,13.0,,,4,49.0,9.8,,,0.004183564567769477
2025-05-09,telangana,komaram bheem,11,2,0,7.0,4.0,,,13,11.0,0.7857142857142857,,,0.00033541698429638664
2025-05-09,telangana,mahabubabad,7,3,0,6.0,8.0,,,10,14.0,1.2727272727272727,,,0.0005433200737362957
2025-05-09,telangana,mahabubnagar,30,10,0,121.0,146.0,,,40,267.0,6.512195121951219,,,0.0027800192623057495
2025-05-09,telangana,mancherial,6,1,0,5.0,4.0,,,7,9.0,1.125,,,0.00048025613660618993
2025-05-09,telangana,medak,17,2,0,103.0,79.0,,,19,182.0,9.1,,,0.003884738527214514
2025-05-09,telangana,medchal-malkajgiri,18,8,0,30.0,29.0,,,26,59.0,2.185185185185185,,,0.0009328431953832167
2025-05-09,telangana,medchal−malkajgiri,2,0,0,9.0,5.0,,,2,14.0,4.666666666666667,,,0.001992173603699751
2025-05-09,telangana,mulugu,5,0,0,12.0,3.0,,,5,15.0,2.5,,,0.0010672358591248667
2025-05-09,telangana,nagarkurnool,0,4,0,5.0,10.0,,,4,15.0,3.0,,,0.0012806830309498398
2025-05-09,telangana,nalgonda,15,7,0,62.0,70.0,,,22,132.0,5.739130434782608,,,0.0024500023200779543
2025-05-09,telangana,narayanpet,4,1,0,1.0,2.0,,,5,3.0,0.5,,,0.0002134471718249733
2025-05-09,telangana,nizamabad,18,1,0,18.0,28.0,,,19,46.0,2.3,,,0.0009818569903948771
2025-05-09,telangana,rajanna sircilla,2,0,0,10.0,9.0,,,2,19.0,6.333333333333333,,,0.002703664176449662
2025-05-09,telangana,rangareddy,2,0,0,0.0,2.0,,,2,2.0,0.6666666666666666,,,0.0002845962290999644
2025-05-09,telangana,sangareddy,11,3,0,39.0,15.0,,,14,54.0,3.6,,,0.0015368196371398077
2025-05-09,telangana,siddipet,2,0,0,5.0,3.0,,,2,8.0,2.6666666666666665,,,0.0011383849163998576
2025-05-09,telangana,suryapet,6,1,0,12.0,34.0,,,7,46.0,5.75,,,0.002454642475987193
2025-05-09,telangana,vikarabad,19,5,0,21.0,31.0,,,24,52.0,2.08,,,0.000887940234791889
2025-05-09,telangana,wanaparthy,0,1,0,2.0,5.0,,,1,7.0,3.5,,,0.0014941302027748132
2025-05-09,telangana,warangal,13,2,0,90.0,83.0,,,15,173.0,10.8125,,,0.004615795090715047
2025-05-09,telangana,warangal rural,2,2,0,10.0,11.0,,,4,21.0,4.2,,,0.0017929562433297759
2025-05-09,telangana,warangal urban,2,1,0,14.0,4.0,,,3,18.0,4.5,,,0.0019210245464247597
2025-05-09,telangana,yadadri.,8,1,0,6.0,6.0,,,9,12.0,1.2,,,0.0005122732123799358
2025-05-09,tripura,dhalai,1,0,0,1.0,6.0,,,1,7.0,3.5,,,0.0014941302027748132
2025-05-09,tripura,khowai,0,1,0,1.0,2.0,,,1,3.0,1.5,,,0.0006403415154749199
2025-05-09,tripura,north tripura,2,1,0,2.0,24.0,,,3,26.0,6.5,,,0.0027748132337246526
2025-05-09,tripura,sepahijala,0,2,0,,,,,2,,,,,0.0
2025-05-09,tripura,west tripura,11,1,0,21.0,62.0,,,12,83.0,6.384615384615385,,,0.002725556194072736
2025-05-09,uttar pradesh,agra,77,34,1,104.0,92.0,,,112,196.0,1.7345132743362832,,,0.0007404539057999075
2025-05-09,uttar pradesh,aligarh,44,25,3,58.0,56.0,,,72,114.0,1.5616438356164384,,,0.0006666569202204646
2025-05-09,uttar pradesh,allahabad,88,61,0,168.0,143.0,,,149,311.0,2.0733333333333333,,,0.0008850942725008893
2025-05-09,uttar pradesh,ambedkar nagar,21,10,0,23.0,24.0,,,31,47.0,1.46875,,,0.0006270010672358591
2025-05-09,uttar pradesh,amethi,7,6,0,37.0,39.0,,,13,76.0,5.428571428571429,,,0.002317426436956853
2025-05-09,uttar pradesh,amroha,28,5,0,36.0,20.0,,,33,56.0,1.6470588235294117,,,0.0007031200954234414
2025-05-09,uttar pradesh,auraiya,20,7,0,21.0,15.0,,,27,36.0,1.2857142857142858,,,0.00054886415612136
2025-05-09,uttar pradesh,ayodhya,1,0,0,4.0,2.0,,,1,6.0,3.0,,,0.0012806830309498398
2025-05-09,uttar pradesh,azamgarh,33,24,0,55.0,42.0,,,57,97.0,1.6724137931034482,,,0.0007139439885180141
2025-05-09,uttar pradesh,baghpat,9,9,0,18.0,20.0,,,18,38.0,2.0,,,0.0008537886872998932
2025-05-09,uttar pradesh,bahraich,67,81,4,58.0,36.0,,,152,94.0,0.6143790849673203,,,0.00026227495622937894
2025-05-09,uttar pradesh,ballia,21,21,0,78.0,43.0,,,42,121.0,2.813953488372093,,,0.0012012608274800823
2025-05-09,uttar pradesh,balrampur,10,11,0,28.0,52.0,,,21,80.0,3.6363636363636362,,,0.0015523430678179876
2025-05-09,uttar pradesh,banda,13,7,0,12.0,24.0,,,20,36.0,1.7142857142857142,,,0.0007318188748284798
2025-05-09,uttar pradesh,bara banki,25,10,1,10.0,34.0,,,36,44.0,1.1891891891891893,,,0.0005076581383945311
2025-05-09,uttar pradesh,barabanki,1,0,0,,,,,1,,,,,0.0
2025-05-09,uttar pradesh,bareilly,38,3,0,26.0,43.0,,,41,69.0,1.6428571428571428,,,0.0007013264217106265
2025-05-09,uttar pradesh,basti,34,52,0,123.0,70.0,,,86,193.0,2.218390804597701,,,0.0009470184864878126
2025-05-09,uttar pradesh,bhadohi,2,1,0,5.0,2.0,,,3,7.0,1.75,,,0.0007470651013874066
2025-05-09,uttar pradesh,bijnor,60,28,0,176.0,119.0,,,88,295.0,3.3146067415730336,,,0.0014149868694015085
2025-05-09,uttar pradesh,budaun,69,63,1,91.0,66.0,,,133,157.0,1.171641791044776,,,0.0005001672533809075
2025-05-09,uttar pradesh,bulandshahar,1,0,0,,,,,1,,,,,0.0
2025-05-09,uttar pradesh,bulandshahr,73,34,2,68.0,57.0,,,109,125.0,1.1363636363636365,,,0.0004851072086931212
2025-05-09,uttar pradesh,chandauli,19,4,1,13.0,12.0,,,24,25.0,1.0,,,0.0004268943436499466
2025-05-09,uttar pradesh,chitrakoot,16,5,0,41.0,24.0,,,21,65.0,2.9545454545454546,,,0.001261278742602115
2025-05-09,uttar pradesh,deoria,43,47,0,89.0,87.0,,,90,176.0,1.934065934065934,,,0.0008256418074987979
2025-05-09,uttar pradesh,etah,27,15,0,23.0,21.0,,,42,44.0,1.0232558139534884,,,0.0004368221190836663
2025-05-09,uttar pradesh,etawah,10,12,0,33.0,19.0,,,22,52.0,2.260869565217391,,,0.0009651524291216183
2025-05-09,uttar pradesh,faizabad,14,9,0,65.0,34.0,,,23,99.0,4.125,,,0.0017609391675560298
2025-05-09,uttar pradesh,farrukhabad,25,35,0,53.0,20.0,,,60,73.0,1.1967213114754098,,,0.0005108735587941984
2025-05-09,uttar pradesh,fatehpur,21,15,0,36.0,28.0,,,36,64.0,1.7297297297297298,,,0.0007384118376647725
2025-05-09,uttar pradesh,firozabad,36,36,1,37.0,26.0,,,73,63.0,0.8513513513513513,,,0.00036343707635063023
2025-05-09,uttar pradesh,gautam buddha nagar,41,59,0,115.0,99.0,,,100,214.0,2.118811881188119,,,0.0009045088073375106
2025-05-09,uttar pradesh,ghaziabad,77,64,8,184.0,256.0,,,149,440.0,2.933333333333333,,,0.0012522234080398432
2025-05-09,uttar pradesh,ghazipur,29,24,0,32.0,40.0,,,53,72.0,1.3333333333333333,,,0.0005691924581999288
2025-05-09,uttar pradesh,gonda,57,46,0,129.0,95.0,,,103,224.0,2.1538461538461537,,,0.0009194647401691158
2025-05-09,uttar pradesh,gorakhpur,38,35,0,99.0,147.0,,,73,246.0,3.324324324324324,,,0.0014191352505119846
2025-05-09,uttar pradesh,hamirpur,14,10,0,41.0,32.0,,,24,73.0,2.92,,,0.001246531483457844
2025-05-09,uttar pradesh,hapur,12,3,0,37.0,25.0,,,15,62.0,3.875,,,0.0016542155816435431
2025-05-09,uttar pradesh,hardoi,65,65,0,140.0,61.0,,,130,201.0,1.534351145038168,,,0.0006550058249896127
2025-05-09,uttar pradesh,hathras,16,6,0,45.0,29.0,,,22,74.0,3.217391304347826,,,0.0013734861491346108
2025-05-09,uttar pradesh,jalaun,3,7,0,11.0,15.0,,,10,26.0,2.3636363636363638,,,0.001009022994081692
2025-05-09,uttar pradesh,jaunpur,18,36,1,128.0,96.0,,,55,224.0,4.0,,,0.0017075773745997864
2025-05-09,uttar pradesh,jhansi,21,21,0,39.0,34.0,,,42,73.0,1.697674418604651,,,0.0007247276066615373
2025-05-09,uttar pradesh,kannauj,43,41,0,27.0,23.0,,,84,50.0,0.5882352941176471,,,0.0002511143197940862
2025-05-09,uttar pradesh,kanpur dehat,32,27,0,39.0,19.0,,,59,58.0,0.9666666666666667,,,0.0004126645321949484
2025-05-09,uttar pradesh,kanpur nagar,36,32,1,119.0,93.0,,,69,212.0,3.0285714285714285,,,0.0012928800121969812
2025-05-09,uttar pradesh,kasganj,12,12,0,6.0,9.0,,,24,15.0,0.6,,,0.0002561366061899679
2025-05-09,uttar pradesh,kaushambi,14,5,0,41.0,31.0,,,19,72.0,3.6,,,0.0015368196371398077
2025-05-09,uttar pradesh,kheri,79,45,0,57.0,57.0,,,124,114.0,0.912,,,0.0003893276414087513
2025-05-09,uttar pradesh,kushinagar,31,65,1,140.0,111.0,,,97,251.0,2.561224489795918,,,0.0010933722475115978
2025-05-09,uttar pradesh,lalitpur,9,0,2,34.0,35.0,,,11,69.0,5.75,,,0.002454642475987193
2025-05-09,uttar pradesh,lucknow,36,27,0,99.0,105.0,,,63,204.0,3.1875,,,0.0013607257203842049
2025-05-09,uttar pradesh,maharajganj,25,48,2,84.0,50.0,,,75,134.0,1.763157894736842,,,0.0007526821322249058
2025-05-09,uttar pradesh,mahoba,27,12,0,45.0,18.0,,,39,63.0,1.575,,,0.000672358591248666
2025-05-09,uttar pradesh,mainpuri,14,31,1,58.0,44.0,,,46,102.0,2.1702127659574466,,,0.0009264515543041394
2025-05-09,uttar pradesh,mathura,17,16,0,45.0,30.0,,,33,75.0,2.2058823529411766,,,0.0009416786992278235
2025-05-09,uttar pradesh,mau,13,43,0,51.0,45.0,,,56,96.0,1.6842105263157894,,,0.00071897994719991
2025-05-09,uttar pradesh,meerut,50,17,0,105.0,95.0,,,67,200.0,2.9411764705882355,,,0.0012555715989704312
2025-05-09,uttar pradesh,mirzapur,35,19,0,75.0,38.0,,,54,113.0,2.0545454545454547,,,0.0008770738333171631
2025-05-09,uttar pradesh,moradabad,41,6,0,110.0,117.0,,,47,227.0,4.729166666666667,,,0.0020188545001778727
2025-05-09,uttar pradesh,muzaffarnagar,15,8,0,27.0,43.0,,,23,70.0,2.9166666666666665,,,0.0012451085023123443
2025-05-09,uttar pradesh,pilibhit,37,16,0,62.0,44.0,,,53,106.0,1.962962962962963,,,0.0008379777856832285
2025-05-09,uttar pradesh,pratapgarh,16,17,0,85.0,62.0,,,33,147.0,4.323529411764706,,,0.001845690250486534
2025-05-09,uttar pradesh,prayagraj,9,2,0,13.0,9.0,,,11,22.0,1.8333333333333333,,,0.000782639630024902
2025-05-09,uttar pradesh,rae bareli,24,8,0,44.0,32.0,,,32,76.0,2.303030303030303,,,0.0009831506096180589
2025-05-09,uttar pradesh,rampur,29,8,1,11.0,21.0,,,38,32.0,0.8205128205128205,,,0.00035027228196918693
2025-05-09,uttar pradesh,saharanpur,61,17,0,222.0,164.0,,,78,386.0,4.886075949367089,,,0.0020858381854288533
2025-05-09,uttar pradesh,sambhal,36,36,0,26.0,31.0,,,72,57.0,0.7808219178082192,,,0.0003333284601102323
2025-05-09,uttar pradesh,sant kabir nagar,26,21,0,49.0,62.0,,,47,111.0,2.3125,,,0.0009871931696905016
2025-05-09,uttar pradesh,sant ravidas nagar,14,6,0,36.0,31.0,,,20,67.0,3.1904761904761907,,,0.0013619962392641153
2025-05-09,uttar pradesh,shahjahanpur,42,28,1,44.0,33.0,,,71,77.0,1.0694444444444444,,,0.00045653978418119286
2025-05-09,uttar pradesh,shamli,23,14,1,60.0,67.0,,,38,127.0,3.2564102564102564,,,0.0013901431190652108
2025-05-09,uttar pradesh,shrawasti,7,3,0,16.0,33.0,,,10,49.0,4.454545454545454,,,0.0019016202580770347
2025-05-09,uttar pradesh,siddharthnagar,82,39,4,17.0,40.0,,,125,57.0,0.4523809523809524,,,0.00019311886974640442
2025-05-09,uttar pradesh,sitapur,54,28,1,28.0,57.0,,,83,85.0,1.0119047619047619,,,0.0004319764191695888
2025-05-09,uttar pradesh,sonbhadra,41,15,0,23.0,22.0,,,56,45.0,0.7894736842105263,,,0.00033702185024995785
2025-05-09,uttar pradesh,sultanpur,10,13,0,32.0,22.0,,,23,54.0,2.25,,,0.0009605122732123799
2025-05-09,uttar pradesh,unnao,40,25,3,79.0,67.0,,,68,146.0,2.1159420289855073,,,0.0009032836836651044
2025-05-09,uttar pradesh,varanasi,21,22,1,54.0,61.0,,,44,115.0,2.5555555555555554,,,0.0010909522115498634
2025-05-09,uttarakhand,almora,4,0,0,12.0,10.0,,,4,22.0,4.4,,,0.0018783351120597652
2025-05-09,uttarakhand,bageshwar,5,0,0,5.0,9.0,,,5,14.0,2.3333333333333335,,,0.0009960868018498755
2025-05-09,uttarakhand,chamoli,5,1,0,35.0,22.0,,,6,57.0,8.142857142857142,,,0.003476139655435279
2025-05-09,uttarakhand,champawat,1,0,0,1.0,4.0,,,1,5.0,2.5,,,0.0010672358591248667
2025-05-09,uttarakhand,dehradun,54,5,0,280.0,162.0,,,59,442.0,7.366666666666666,,,0.003144788331554606
2025-05-09,uttarakhand,hardwar,1,2,0,0.0,1.0,,,3,1.0,0.25,,,0.00010672358591248665
2025-05-09,uttarakhand,haridwar,10,10,0,44.0,34.0,,,20,78.0,3.7142857142857144,,,0.001585607562128373
2025-05-09,uttarakhand,nainital,6,2,0,37.0,40.0,,,8,77.0,8.555555555555555,,,0.003652318273449543
2025-05-09,uttarakhand,pauri garhwal,7,0,0,28.0,20.0,,,7,48.0,6.0,,,0.0025613660618996796
2025-05-09,uttarakhand,pithoragarh,3,0,0,10.0,17.0,,,3,27.0,6.75,,,0.0028815368196371395
2025-05-09,uttarakhand,rudraprayag,2,0,0,13.0,12.0,,,2,25.0,8.333333333333334,,,0.0035574528637495554
2025-05-09,uttarakhand,tehri garhwal,22,8,0,41.0,32.0,,,30,73.0,2.3548387096774195,,,0.0010052673253692292
2025-05-09,uttarakhand,udham singh nagar,12,3,0,16.0,26.0,,,15,42.0,2.625,,,0.00112059765208111
2025-05-09,uttarakhand,uttarkashi,3,3,0,17.0,9.0,,,6,26.0,3.7142857142857144,,,0.001585607562128373
2025-05-09,west  bengal,hooghly,0,1,0,,,,,1,,,,,0.0
2025-05-09,west bengal,alipurduar,3,3,1,8.0,10.0,,,7,18.0,2.25,,,0.0009605122732123799
2025-05-09,west bengal,bankura,40,12,0,109.0,121.0,,,52,230.0,4.339622641509434,,,0.0018525603592356174
2025-05-09,west bengal,barddhaman,104,25,1,186.0,315.0,,,130,501.0,3.8244274809160306,,,0.0016326264593024677
2025-05-09,west bengal,bardhaman,13,3,0,10.0,60.0,,,16,70.0,4.117647058823529,,,0.0017578002385586033
2025-05-09,west bengal,birbhum,149,15,0,160.0,218.0,,,164,378.0,2.290909090909091,,,0.0009779761327253322
2025-05-09,west bengal,cooch behar,100,39,1,77.0,71.0,,,140,148.0,1.049645390070922,,,0.0004480876798595184
2025-05-09,west bengal,dakshin dinajpur,87,19,1,26.0,49.0,,,107,75.0,0.6944444444444444,,,0.00029645440531246293
2025-05-09,west bengal,darjeeling,13,22,2,23.0,55.0,,,37,78.0,2.0526315789473686,,,0.0008762568106498904
2025-05-09,west bengal,darjiling,6,3,0,1.0,9.0,,,9,10.0,1.0,,,0.0004268943436499466
2025-05-09,west bengal,east midnapore,20,5,0,34.0,82.0,,,25,116.0,4.461538461538462,,,0.001904605533207454
2025-05-09,west bengal,haora,25,13,0,21.0,52.0,,,38,73.0,1.8717948717948718,,,0.0007990586432422077
2025-05-09,west bengal,hooghly,135,51,10,190.0,317.0,,,196,507.0,2.5736040609137056,,,0.0010986570163985935
2025-05-09,west bengal,howrah,156,53,1,158.0,212.0,,,210,370.0,1.7535545023696681,,,0.0007485824983435082
2025-05-09,west bengal,hugli,1,1,0,1.0,1.0,,,2,2.0,0.6666666666666666,,,0.0002845962290999644
2025-05-09,west bengal,jalpaiguri,46,47,3,98.0,154.0,,,96,252.0,2.597938144329897,,,0.0011090450989668717
2025-05-09,west bengal,jhargram,5,2,0,8.0,2.0,,,7,10.0,1.25,,,0.0005336179295624333
2025-05-09,west bengal,koch bihar,35,18,0,6.0,27.0,,,53,33.0,0.6111111111111112,,,0.00026087987667496737
2025-05-09,west bengal,kolkata,15,16,3,62.0,107.0,,,34,169.0,4.828571428571428,,,0.002061289830766885
2025-05-09,west bengal,malda,111,30,0,125.0,199.0,,,141,324.0,2.2816901408450705,,,0.0009740406150886106
2025-05-09,west bengal,maldah,13,3,0,8.0,38.0,,,16,46.0,2.7058823529411766,,,0.0011551258710527966
2025-05-09,west bengal,murshidabad,717,57,0,358.0,575.0,,,774,933.0,1.2038709677419355,,,0.0005139257066134196
2025-05-09,west bengal,nadia,140,30,2,241.0,319.0,,,172,560.0,3.2369942196531793,,,0.0013818545227975152
2025-05-09,west bengal,north 24 parganas,336,58,4,375.0,460.0,,,398,835.0,2.092731829573935,,,0.0008933753808213168
2025-05-09,west bengal,north twenty four parganas,24,3,0,16.0,55.0,,,27,71.0,2.5357142857142856,,,0.0010824820856837932
2025-05-09,west bengal,paschim bardhaman,8,4,1,13.0,15.0,,,13,28.0,2.0,,,0.0008537886872998932
2025-05-09,west bengal,paschim medinipur,200,56,1,213.0,330.0,,,257,543.0,2.104651162790698,,,0.0008984636767516318
